step,t,a_base_lin,a_base_ang,a_ee_dx,a_ee_dy,a_ee_dz,a_grip,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,base_roll_deg,base_pitch_deg,base_yaw_deg,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_base_x,ee_base_y,ee_base_z,box_x,box_y,box_z,box_qw,box_qx,box_qy,box_qz,gripper,holding,grasp_event,drop_event,goal_x,goal_y,goal_z,reward,slope_reward,terminated,truncated,contact_force_n,q_dummy_base_prismatic_x_joint,q_dummy_base_prismatic_y_joint,q_dummy_base_revolute_z_joint,q_panda_joint1,q_panda_joint2,q_panda_joint3,q_panda_joint4,q_panda_joint5,q_panda_joint6,q_panda_joint7,q_panda_finger_joint1,q_panda_finger_joint2,qd_dummy_base_prismatic_x_joint,qd_dummy_base_prismatic_y_joint,qd_dummy_base_revolute_z_joint,qd_panda_joint1,qd_panda_joint2,qd_panda_joint3,qd_panda_joint4,qd_panda_joint5,qd_panda_joint6,qd_panda_joint7,qd_panda_finger_joint1,qd_panda_finger_joint2
34,13.2626,0.0,0.0,0.0,0.0,0.0,1.0,0.7834,11.83674,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,1.74,11.40716,0.94913,0.065071,0.929438,-0.199116,0.303748,0.9566,-0.42958,0.94913,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02118,,0,0,0.0,-0.112885,-0.0,0.0,1e-06,0.693797,2e-06,-0.611643,1e-06,1.937172,0.785399,0.035,0.035,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-2e-06,2e-06
35,13.6062,0.0,0.0,0.0,0.0,0.0,1.0,0.7834,11.83674,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,1.74,11.40716,0.94913,0.065071,0.929438,-0.199116,0.303748,0.9566,-0.42958,0.94913,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02118,,0,0,0.0,-0.112885,-0.0,0.0,1e-06,0.693797,2e-06,-0.611643,1e-06,1.937172,0.785399,0.035,0.035,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-2e-06,2e-06
36,13.9462,0.0,0.0,0.0,0.0,0.0,1.0,0.7834,11.83674,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,1.74,11.40716,0.94913,0.065071,0.929438,-0.199116,0.303748,0.9566,-0.42958,0.94913,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02118,,0,0,0.0,-0.112885,-0.0,0.0,1e-06,0.693797,2e-06,-0.611643,1e-06,1.937172,0.785399,0.035,0.035,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-2e-06,2e-06
37,14.2977,0.0,0.0,0.0,0.0,0.0,1.0,0.7834,11.83674,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,1.74,11.40716,0.94913,0.065071,0.929438,-0.199116,0.303748,0.9566,-0.42958,0.94913,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02118,,0,0,0.0,-0.112885,-0.0,0.0,1e-06,0.693797,2e-06,-0.611643,1e-06,1.937172,0.785399,0.035,0.035,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-2e-06,2e-06
38,15.24,0.0,0.0,0.0,0.0,0.0,1.0,0.7834,11.83674,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,1.74,11.40716,0.94913,0.065071,0.929438,-0.199116,0.303748,0.9566,-0.42958,0.94913,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02118,,0,0,0.0,-0.112885,-0.0,0.0,1e-06,0.693797,2e-06,-0.611643,1e-06,1.937172,0.785399,0.035,0.035,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-2e-06,2e-06
39,15.5937,5.0,0.0,0.0,0.0,0.0,1.0,0.83581,11.8132,0.0,0.977817,0.0,-0.0,-0.209462,0.0,-0.0,-24.182,1.77017,11.39362,0.95753,0.052198,0.946973,-0.202869,0.243642,0.93435,-0.41958,0.95753,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02118,,0,0,0.0,-0.055429,0.0,3.6e-05,-2.6e-05,0.608687,-9e-06,-0.687039,0.0,1.799374,0.785396,0.035,0.035,1.107021,1.7e-05,2.7e-05,0.000268,-1.976871,-0.000131,-2.116286,-4e-05,-2.584697,3.1e-05,-2e-06,2e-06
40,15.9448,0.0,0.0,0.0,0.0,0.0,1.0,0.88527,11.79099,0.0,0.977813,0.0,-0.0,-0.209478,0.0,-0.0,-24.184,1.78979,11.38481,0.94751,0.029378,0.968149,-0.207402,0.137143,0.90452,-0.40619,0.94751,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02116,,0,0,0.0,-0.001213,0.0,3e-06,8e-06,0.514789,4e-06,-0.796031,0.0,1.592255,0.785398,0.035,0.035,0.076281,-9e-06,-0.000146,-2.8e-05,-0.781884,5.7e-05,-1.222487,3.6e-05,-1.758191,2e-06,-2e-06,2e-06
41,16.2998,0.0,0.0,0.0,0.0,0.0,1.0,0.8864,11.79049,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,1.79059,11.38444,0.94359,0.02734,0.969449,-0.207685,0.127629,0.90419,-0.40605,0.94359,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02115,,0,0,0.0,2.1e-05,0.0,0.0,2e-06,0.517721,3e-06,-0.796029,2e-06,1.575545,0.785398,0.035,0.035,0.000724,-1e-06,-1e-06,4e-06,0.044953,1.2e-05,0.059109,9e-06,0.07241,2e-06,-2e-06,2e-06
42,16.6611,0.0,0.0,0.0,0.0,0.0,1.0,0.88642,11.79048,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,1.79071,11.38438,0.94332,0.027283,0.969484,-0.207693,0.127359,0.9043,-0.40609,0.94332,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02115,,0,0,0.0,4.3e-05,-0.0,0.0,2e-06,0.518126,3e-06,-0.795971,2e-06,1.575336,0.785398,0.035,0.035,2e-05,0.0,0.0,-9e-06,-0.001043,-7e-06,-0.00186,-2e-06,-0.002786,-0.0,-2e-06,2e-06
43,17.011,0.0,0.0,0.0,0.0,0.0,1.0,0.88642,11.79048,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,1.79072,11.38438,0.94331,0.027281,0.969485,-0.207694,0.127349,0.9043,-0.40609,0.94331,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02115,,0,0,0.0,4.3e-05,-0.0,0.0,1e-06,0.518131,3e-06,-0.795982,1e-06,1.575332,0.785398,0.035,0.035,1e-06,-0.0,-0.0,-8e-06,3.8e-05,-5e-06,8.1e-05,-1e-06,8.9e-05,0.0,-2e-06,2e-06
44,17.3812,5.0,0.0,0.0,0.0,0.0,1.0,0.9389,11.76691,0.0,0.977817,0.0,-0.0,-0.209462,0.0,-0.0,-24.182,1.81822,11.37205,0.95465,0.018382,0.974042,-0.208667,0.085797,0.87932,-0.39486,0.95465,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02115,,0,0,0.0,0.057569,0.0,3.6e-05,-2.4e-05,0.444806,-1e-05,-0.856196,0.0,1.476716,0.785395,0.035,0.035,1.108044,1.8e-05,2.5e-05,0.000271,-1.637491,-0.000122,-1.596678,-5.3e-05,-2.510475,5.1e-05,-2e-06,2e-06
45,17.7167,5.0,0.0,0.0,0.0,0.0,1.0,1.06789,11.70899,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,1.88514,11.34201,0.96975,-0.004277,0.977611,-0.209427,-0.019976,0.81725,-0.36698,0.96975,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02113,,0,0,0.0,0.19897,5e-06,5e-05,-2.2e-05,0.279791,-1.3e-05,-1.008359,-2e-06,1.24729,0.785395,0.035,0.035,1.499868,5.7e-05,2e-06,2.7e-05,-2.174996,-1.9e-05,-2.175001,-1.5e-05,-2.608094,8e-06,-2e-06,2e-06
46,18.0583,5.0,0.0,0.0,0.0,0.0,1.0,1.20471,11.64756,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,1.95337,11.31137,0.98069,-0.026797,0.96978,-0.20775,-0.125093,0.74866,-0.33618,0.98069,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02108,,0,0,0.0,0.348946,1.2e-05,5e-05,-2.2e-05,0.11599,-1.4e-05,-1.163856,-2e-06,1.02328,0.785395,0.035,0.035,1.503152,7.4e-05,3e-06,-1e-05,-2.158601,-1.4e-05,-2.175202,-3e-06,-2.610001,3e-06,-2e-06,2e-06
47,18.4194,0.0,0.0,0.0,0.0,0.0,1.0,1.28846,11.60995,0.0,0.977814,0.0,-0.0,-0.209473,0.0,-0.0,-24.183,1.99101,11.29446,0.97231,-0.047266,0.952597,-0.20407,-0.220635,0.70255,-0.31549,0.97231,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02104,,0,0,0.0,0.440758,1.3e-05,1.3e-05,-2e-06,0.020574,3e-06,-1.286166,1e-06,0.851537,0.785398,0.035,0.035,0.396173,-1.8e-05,-1.7e-05,-0.000186,-0.98764,3.7e-05,-1.821113,6.8e-05,-1.827587,-4.4e-05,-1e-06,1e-06
48,18.7993,5.0,0.0,0.0,0.0,0.0,1.0,1.37536,11.57092,0.0,0.977818,0.0,-0.0,-0.209456,0.0,-0.0,-24.181,2.0336,11.27534,0.97719,-0.060388,0.936303,-0.200581,-0.281882,0.65824,-0.29558,0.97719,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02102,,0,0,0.0,0.536018,1.5e-05,4.7e-05,-2.5e-05,-0.075186,-1.5e-05,-1.379563,-1e-06,0.719522,0.785395,0.035,0.035,1.427637,3e-05,0.000141,2e-05,-1.903412,-2.3e-05,-1.983923,-3.1e-05,-1.942865,4e-06,-1e-06,2e-06
49,19.1677,5.0,0.0,0.0,0.0,0.0,1.0,1.51102,11.51001,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,2.09951,11.24575,0.98291,-0.078501,0.906558,-0.194208,-0.366433,0.58849,-0.26426,0.98291,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02099,,0,0,0.0,0.684724,2.2e-05,5e-05,-2.3e-05,-0.231303,-1.6e-05,-1.533314,-3e-06,0.533764,0.785395,0.035,0.035,1.50381,7.1e-05,-1e-06,-3.6e-05,-2.173904,-5.5e-05,-2.175001,-2.9e-05,-2.606012,-1e-06,-1e-06,2e-06
50,19.5268,5.0,0.0,0.0,0.0,0.0,1.0,1.64786,11.44857,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,2.16713,11.21539,0.986,-0.093745,0.874439,-0.187329,-0.43758,0.51928,-0.23318,0.986,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02095,,0,0,0.0,0.834722,2.9e-05,5e-05,-2.7e-05,-0.393095,-2e-05,-1.687717,-4e-06,0.366667,0.785395,0.035,0.035,1.502835,7.5e-05,-6e-06,-3.1e-05,-2.174389,-2.8e-05,-2.175002,-1.4e-05,-2.061596,-1e-06,-1e-06,2e-06
51,19.8791,5.0,0.0,0.0,0.0,0.0,1.0,1.78468,11.38713,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,2.23891,11.18316,0.98372,-0.104549,0.847336,-0.181524,-0.487995,0.45423,-0.20397,0.98372,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02091,,0,0,0.0,0.98471,3.6e-05,5e-05,-3.1e-05,-0.560135,-2.3e-05,-1.84056,-5e-06,0.235377,0.785395,0.035,0.035,1.501412,7.5e-05,-3e-06,-5.4e-05,-2.174634,-6.2e-05,-2.175001,-2.5e-05,-1.569321,1e-06,-1e-06,1e-06
52,20.2333,5.0,0.0,0.0,0.0,0.0,1.0,1.9215,11.3257,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,2.31569,11.14868,0.97755,-0.110556,0.830569,-0.177934,-0.516015,0.39418,-0.17701,0.97755,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02087,,0,0,0.0,1.134687,4.4e-05,5e-05,-3.6e-05,-0.728715,-2.9e-05,-1.976372,-6e-06,0.135816,0.785395,0.035,0.035,1.501061,7.5e-05,-2e-06,-7.4e-05,-2.174529,-9.2e-05,-1.86192,-3.9e-05,-1.304546,-1e-06,-1e-06,2e-06
53,20.5898,5.0,0.0,0.0,0.0,0.0,1.0,2.05833,11.26426,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,2.39454,11.11328,0.97221,-0.111379,0.828184,-0.177425,-0.519833,0.33621,-0.15098,0.97221,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02083,,0,0,0.0,1.284676,5.1e-05,5e-05,-4.3e-05,-0.89942,-3.5e-05,-2.075536,-8e-06,0.055065,0.785395,0.035,0.035,1.50133,7.4e-05,-1e-06,-9.7e-05,-2.173609,-9.7e-05,-1.171682,-3.2e-05,-1.186859,-1e-06,-1e-06,2e-06
54,20.9592,5.0,0.0,0.0,0.0,0.0,1.0,2.19516,11.20282,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,2.47198,11.0785,0.9692,-0.106592,0.841812,-0.180346,-0.497459,0.27682,-0.12431,0.9692,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02078,,0,0,0.0,1.434672,5.9e-05,5e-05,-5e-05,-1.073102,-4.2e-05,-2.126812,-1e-05,-0.013756,0.785395,0.035,0.035,1.501996,7.5e-05,-0.0,-9.2e-05,-2.172443,-0.000136,-0.407145,-6.1e-05,-1.128342,1e-06,-1e-06,2e-06
55,21.3028,5.0,0.0,0.0,0.0,0.0,1.0,2.332,11.14138,0.0,0.977818,0.0,-0.0,-0.209455,0.0,-0.0,-24.181,2.54581,11.04536,0.96776,-0.096363,0.868273,-0.186017,-0.449681,0.21381,-0.09602,0.96776,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02074,,0,0,0.0,1.584667,6.6e-05,5e-05,-5.8e-05,-1.24194,-5.3e-05,-2.121995,-1.3e-05,-0.075687,0.785395,0.035,0.035,1.50394,7.5e-05,-0.0,-8.4e-05,-2.170298,-0.000162,0.361595,-5.2e-05,-1.114308,3e-06,-1e-06,2e-06
56,21.6426,0.0,0.0,0.0,0.0,0.0,1.0,2.41602,11.10365,0.0,0.977814,0.0,-0.0,-0.209473,0.0,-0.0,-24.183,2.58766,11.02656,0.96749,-0.083637,0.896554,-0.192091,-0.390252,0.17164,-0.07709,0.96749,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02071,,0,0,0.0,1.67677,6.7e-05,1.3e-05,-5.9e-05,-1.344202,-4.7e-05,-2.078002,-9e-06,-0.0873,0.785395,0.035,0.035,0.397802,-1.6e-05,-1.3e-05,-0.000301,-0.833405,-3.7e-05,0.527146,-0.000119,1e-06,8e-06,-1e-06,2e-06
57,21.9944,0.0,0.0,0.0,0.0,0.0,1.0,2.42382,11.10014,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.58478,11.02785,0.96718,-0.078922,0.905818,-0.194088,-0.368232,0.16095,-0.07229,0.96718,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685326,6.7e-05,0.0,-7e-05,-1.370189,-4.4e-05,-2.061571,-1e-05,-0.080852,0.785395,0.035,0.035,0.001348,-1e-06,-5e-06,-7.2e-05,-0.019358,1.3e-05,0.023691,-5e-06,0.049266,3e-06,-1e-06,2e-06
58,22.3275,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.58447,11.02799,0.96716,-0.078716,0.90621,-0.194174,-0.367265,0.16063,-0.07214,0.96716,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.2e-05,-1.371089,-4.7e-05,-2.06099,-1.1e-05,-0.080199,0.785395,0.035,0.035,-5.7e-05,-0.0,-0.0,-2e-06,0.00262,-1.1e-05,-0.001595,6e-06,0.005097,-0.0,-1e-06,2e-06
59,22.6866,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.58451,11.02797,0.96717,-0.078731,0.906183,-0.194168,-0.367333,0.16067,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.2e-05,-1.371007,-4.7e-05,-2.061032,-1.1e-05,-0.080226,0.785395,0.035,0.035,6e-06,-0.0,0.0,3e-06,-0.000449,-9e-06,9.1e-05,-0.0,-0.000517,-0.0,-1e-06,2e-06
60,23.0358,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367327,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.2e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,-1e-06,0.0,0.0,5e-06,7.6e-05,-1.5e-05,8.2e-05,-5e-06,4.7e-05,0.0,-1e-06,2e-06
61,23.3801,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,-0.0,0.0,1e-06,-1e-06,-1e-06,-1.2e-05,0.0,1e-06,-0.0,-1e-06,2e-06
62,23.7314,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,-0.0,0.0,0.0,1e-06,-0.0,-1e-06,0.0,-0.0,-0.0,-1e-06,2e-06
63,24.0846,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-1e-06,2e-06
64,24.4475,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1e-06,2e-06
65,24.7815,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1e-06,2e-06
66,25.1362,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02069,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1e-06,2e-06
