step,t,a_base_lin,a_base_ang,a_ee_dx,a_ee_dy,a_ee_dz,a_grip,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,base_roll_deg,base_pitch_deg,base_yaw_deg,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_base_x,ee_base_y,ee_base_z,box_x,box_y,box_z,box_qw,box_qx,box_qy,box_qz,gripper,holding,grasp_event,drop_event,goal_x,goal_y,goal_z,reward,slope_reward,terminated,truncated,contact_force_n,q_dummy_base_prismatic_x_joint,q_dummy_base_prismatic_y_joint,q_dummy_base_revolute_z_joint,q_panda_joint1,q_panda_joint2,q_panda_joint3,q_panda_joint4,q_panda_joint5,q_panda_joint6,q_panda_joint7,q_panda_finger_joint1,q_panda_finger_joint2,qd_dummy_base_prismatic_x_joint,qd_dummy_base_prismatic_y_joint,qd_dummy_base_revolute_z_joint,qd_panda_joint1,qd_panda_joint2,qd_panda_joint3,qd_panda_joint4,qd_panda_joint5,qd_panda_joint6,qd_panda_joint7,qd_panda_finger_joint1,qd_panda_finger_joint2
137,50.0718,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
138,50.4083,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
139,50.7515,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
140,51.1066,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
141,51.4584,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
142,51.8253,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
143,52.1794,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
144,52.5271,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
145,52.8801,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
146,53.2197,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
147,53.5789,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
148,53.928,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
149,54.2681,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
150,54.6284,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
151,54.9856,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
152,55.3393,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
153,55.7172,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
154,56.0787,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
155,56.4257,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
156,56.7632,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
157,57.1203,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
158,57.4704,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
159,57.8066,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
160,58.1708,0.0,0.0,0.0,0.0,0.0,1.0,2.42384,11.10013,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.5845,11.02798,0.96717,-0.07873,0.906185,-0.194168,-0.367326,0.16066,-0.07216,0.96717,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.685345,6.7e-05,0.0,-7.1e-05,-1.371019,-4.9e-05,-2.061032,-1.2e-05,-0.080223,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
161,58.5209,5.0,0.0,0.0,0.0,0.0,1.0,2.47609,11.07667,0.0,0.977817,0.0,-0.0,-0.209462,0.0,-0.0,-24.182,2.61723,11.01328,0.96683,-0.072637,0.917201,-0.196515,-0.338891,0.14114,-0.06339,0.96683,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02269,,0,0,0.0,1.742618,6.7e-05,3.6e-05,-7.8e-05,-1.410209,-6e-05,-2.030771,-1.7e-05,-0.0873,0.785395,0.035,0.035,1.101529,1.7e-05,2.7e-05,0.000235,-0.758492,-3.5e-05,0.757497,8.4e-05,1e-06,-6e-06,-1e-06,2e-06
162,58.8773,0.0,0.0,0.0,0.0,0.0,1.0,2.52534,11.05455,0.0,0.977813,0.0,-0.0,-0.209478,0.0,-0.0,-24.184,2.64525,11.0007,0.96874,-0.064383,0.930529,-0.199378,-0.300364,0.1199,-0.05385,0.96874,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02067,,0,0,0.0,1.796613,6.7e-05,3e-06,-6.5e-05,-1.443793,-5.3e-05,-1.980964,-1.1e-05,-0.0873,0.785395,0.035,0.035,0.077243,-9e-06,-0.000138,-0.000132,-0.29582,2.5e-05,0.591715,-1.1e-05,2e-06,4e-06,-1e-06,2e-06
163,59.2436,0.0,0.0,0.0,0.0,0.0,1.0,2.5265,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64027,11.00293,0.96756,-0.061087,0.935357,-0.200419,-0.284969,0.11377,-0.0511,0.96756,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797879,6.7e-05,-0.0,-7.3e-05,-1.458947,-5.4e-05,-1.970779,-1.3e-05,-0.079637,0.785395,0.035,0.035,-0.00063,0.0,-1e-06,-1.8e-05,0.036515,-1.6e-05,-0.022586,-1.6e-05,0.078006,1e-06,-1e-06,2e-06
164,59.5997,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64074,11.00272,0.96768,-0.061303,0.93505,-0.200354,-0.285974,0.11425,-0.05131,0.96768,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.3e-05,-1.457754,-5.6e-05,-1.971404,-1.4e-05,-0.07997,0.785395,0.035,0.035,8.4e-05,0.0,-0.0,7e-06,-0.005969,-2.1e-05,0.001529,-4e-06,-0.007475,0.0,-1e-06,2e-06
165,59.9502,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64068,11.00275,0.96767,-0.061271,0.935096,-0.200363,-0.285825,0.11418,-0.05128,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.3e-05,-1.457927,-5.7e-05,-1.971315,-1.4e-05,-0.079912,0.785395,0.035,0.035,-1.2e-05,0.0,0.0,6e-06,0.000875,-1.1e-05,-0.00017,-6e-06,0.001074,-0.0,-1e-06,2e-06
166,60.2877,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.079919,0.785395,0.035,0.035,2e-06,0.0,0.0,5e-06,-0.000129,-8e-06,-2.9e-05,-4e-06,-0.000133,0.0,-1e-06,2e-06
167,60.6396,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,-0.0,0.0,1e-06,-2e-05,-1e-06,1e-05,0.0,1e-06,-0.0,-1e-06,2e-06
168,60.978,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,-0.0,0.0,0.0,-5e-06,-0.0,2e-06,0.0,0.0,-0.0,-1e-06,2e-06
169,61.3257,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,-0.0,0.0,0.0,-1e-06,-0.0,1e-06,0.0,0.0,0.0,-1e-06,2e-06
170,61.6761,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1e-06,2e-06
171,62.0233,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1e-06,2e-06
