step,t,a_base_lin,a_base_ang,a_ee_dx,a_ee_dy,a_ee_dz,a_grip,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,base_roll_deg,base_pitch_deg,base_yaw_deg,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_base_x,ee_base_y,ee_base_z,box_x,box_y,box_z,box_qw,box_qx,box_qy,box_qz,gripper,holding,grasp_event,drop_event,goal_x,goal_y,goal_z,reward,slope_reward,terminated,truncated,contact_force_n,q_dummy_base_prismatic_x_joint,q_dummy_base_prismatic_y_joint,q_dummy_base_revolute_z_joint,q_panda_joint1,q_panda_joint2,q_panda_joint3,q_panda_joint4,q_panda_joint5,q_panda_joint6,q_panda_joint7,q_panda_finger_joint1,q_panda_finger_joint2,qd_dummy_base_prismatic_x_joint,qd_dummy_base_prismatic_y_joint,qd_dummy_base_revolute_z_joint,qd_panda_joint1,qd_panda_joint2,qd_panda_joint3,qd_panda_joint4,qd_panda_joint5,qd_panda_joint6,qd_panda_joint7,qd_panda_finger_joint1,qd_panda_finger_joint2
172,62.3781,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1e-06,2e-06
173,62.7385,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1e-06,2e-06
174,63.1032,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1e-06,2e-06
175,63.4405,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1e-06,2e-06
176,63.7755,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1e-06,2e-06
177,64.1278,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1e-06,2e-06
178,64.4614,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
179,64.8106,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
180,65.1496,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
181,65.5237,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
182,65.8955,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
183,66.2595,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
184,66.6204,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
185,66.9674,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
186,67.3059,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
187,67.6425,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
188,67.9786,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
189,68.3403,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
190,68.6884,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
191,69.0451,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
192,69.398,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
193,69.7507,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
194,70.1162,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
195,70.4546,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
196,70.8391,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
197,71.1867,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
198,71.5443,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
199,71.8979,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
200,72.238,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
201,72.61,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
202,72.96,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
203,73.3208,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
204,73.6919,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
205,74.0335,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
206,74.4003,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
207,74.8252,0.0,0.0,0.0,0.0,0.0,1.0,2.52649,11.05403,0.0,0.977813,0.0,-0.0,-0.209479,0.0,-0.0,-24.184,2.64069,11.00274,0.96767,-0.061276,0.93509,-0.200362,-0.285845,0.11419,-0.05129,0.96767,0.61777,1.12891,0.82862,1.0,0.0,-1e-06,-0.0,1.0,0,0,0,-6.0,-12.0,0.01,-0.02066,,0,0,0.0,1.797875,6.7e-05,0.0,-7.2e-05,-1.457901,-5.8e-05,-1.971325,-1.4e-05,-0.07992,0.785395,0.035,0.035,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1e-06,2e-06
