step,ee_x_b,ee_y_b,ee_z_b,radius_m,min_joint_margin,pose_err_m,manipulability,gripper
333,0.8939,0.0036,0.685,0.7188,0.0505,0.7125,0.042288,0.035
334,0.8964,0.0063,0.6592,0.7068,0.0505,0.7345,0.042385,0.035
335,0.8978,0.0108,0.6335,0.6946,0.0505,0.7561,0.04241,0.035
336,0.8979,0.0184,0.6081,0.6823,0.0503,0.7771,0.042383,0.035
337,0.8966,0.0316,0.5833,0.6701,0.0493,0.7975,0.042322,0.035
338,0.8936,0.0515,0.5594,0.658,0.048,0.8171,0.042231,0.035
339,0.8881,0.0779,0.5364,0.6463,0.0468,0.8359,0.0421,0.035
340,0.8797,0.1095,0.5145,0.6349,0.0474,0.854,0.041844,0.035
341,0.8689,0.1409,0.4933,0.6237,0.0506,0.8717,0.041447,0.035
342,0.8562,0.1715,0.4743,0.6136,0.0513,0.888,0.041006,0.035
343,0.8423,0.2012,0.4588,0.6054,0.0433,0.9018,0.040633,0.035
344,0.8277,0.2298,0.4479,0.5996,0.0327,0.9125,0.040404,0.035
345,0.8131,0.2574,0.4419,0.5964,0.0258,0.9198,0.040358,0.035
346,0.7987,0.2838,0.4409,0.5959,0.0225,0.9239,0.0405,0.035
347,0.7847,0.3092,0.4444,0.598,0.0223,0.9248,0.040813,0.035
348,0.7709,0.3336,0.452,0.6022,0.0247,0.9229,0.041263,0.035
349,0.7572,0.3568,0.4629,0.6081,0.0289,0.9187,0.04181,0.035
350,0.7433,0.3788,0.4762,0.6152,0.0343,0.9128,0.042413,0.035
351,0.729,0.3995,0.4911,0.623,0.0404,0.9057,0.043037,0.035
352,0.7141,0.4188,0.5067,0.6311,0.0464,0.8981,0.043654,0.035
353,0.6987,0.4367,0.5221,0.639,0.0495,0.8905,0.044248,0.035
354,0.6826,0.4532,0.5369,0.6464,0.0475,0.8834,0.044812,0.035
355,0.666,0.4685,0.5503,0.6531,0.046,0.8771,0.045348,0.035
356,0.649,0.4824,0.5622,0.6589,0.0452,0.8719,0.045862,0.035
357,0.6317,0.4953,0.5723,0.6639,0.0449,0.868,0.046362,0.035
358,0.6142,0.507,0.5807,0.668,0.0451,0.8654,0.046859,0.035
359,0.5966,0.5179,0.5873,0.6713,0.0457,0.864,0.047362,0.035
360,0.5789,0.5278,0.5925,0.6738,0.0465,0.8638,0.047878,0.035
361,0.5613,0.5369,0.5964,0.6758,0.0474,0.8645,0.048412,0.035
362,0.5437,0.5453,0.5991,0.6772,0.0483,0.866,0.048968,0.035
363,0.5262,0.5529,0.6011,0.6782,0.0491,0.8681,0.050057,0.035
364,0.5088,0.5608,0.6033,0.6802,0.0497,0.8707,0.052016,0.035
365,0.4919,0.5697,0.6066,0.6841,0.0499,0.8735,0.055084,0.035
366,0.4757,0.5799,0.6114,0.6907,0.0501,0.8766,0.058622,0.035
367,0.4602,0.5905,0.6179,0.6989,0.0505,0.8791,0.062177,0.035
368,0.4451,0.6005,0.6289,0.7095,0.0506,0.8784,0.06571,0.035
369,0.4302,0.6096,0.6463,0.723,0.0501,0.8729,0.069148,0.035
370,0.4157,0.6173,0.6699,0.7393,0.0491,0.8627,0.07242,0.035
371,0.4013,0.6233,0.6977,0.7571,0.0481,0.8492,0.075519,0.035
372,0.3869,0.628,0.7244,0.7743,0.0472,0.8362,0.078437,0.035
373,0.3722,0.6318,0.7498,0.7906,0.0467,0.8242,0.081162,0.035
374,0.3571,0.6348,0.7739,0.8063,0.0465,0.8132,0.083685,0.035
375,0.3413,0.6371,0.7967,0.8214,0.0465,0.8033,0.085996,0.035
376,0.3247,0.6388,0.8184,0.8358,0.0467,0.7943,0.08808,0.035
377,0.3071,0.6399,0.8391,0.8497,0.047,0.7862,0.089922,0.035
378,0.2884,0.6402,0.8588,0.8632,0.0473,0.7789,0.091505,0.035
379,0.2686,0.6397,0.8779,0.8762,0.0476,0.7724,0.092808,0.035
380,0.2474,0.6382,0.8965,0.8889,0.0479,0.7663,0.093812,0.035
381,0.225,0.6355,0.9148,0.9014,0.0483,0.7606,0.094498,0.035
382,0.2012,0.6313,0.933,0.9136,0.0486,0.755,0.094846,0.035
383,0.1764,0.6254,0.9514,0.9258,0.049,0.7493,0.094834,0.035
384,0.1505,0.6173,0.9701,0.9379,0.0498,0.7432,0.094404,0.035
385,0.1238,0.6068,0.9897,0.9503,0.0504,0.7363,0.093433,0.035
386,0.0973,0.5932,1.0109,0.9629,0.0505,0.7277,0.092044,0.035
387,0.0723,0.5763,1.0338,0.9758,0.0504,0.7167,0.090141,0.035
388,0.0498,0.5561,1.0589,0.9892,0.0506,0.7021,0.087654,0.035
389,0.0304,0.5328,1.0858,1.003,0.0511,0.6848,0.084602,0.035
390,0.0143,0.5068,1.1141,1.017,0.0462,0.6651,0.081008,0.035
391,0.002,0.4785,1.1432,1.031,0.0327,0.6433,0.076912,0.035
392,-0.0064,0.4481,1.1728,1.0449,0.0224,0.6194,0.072349,0.035
393,-0.0105,0.4161,1.2023,1.0584,0.016,0.5936,0.067755,0.035
394,-0.0093,0.3825,1.2304,1.0702,0.0139,0.5652,0.063547,0.035
395,-0.0021,0.3487,1.2557,1.0793,0.0163,0.5345,0.059791,0.035
396,0.011,0.3162,1.2778,1.0858,0.0232,0.5019,0.056433,0.035
397,0.0299,0.2856,1.2965,1.0899,0.0349,0.4674,0.053359,0.035
398,0.0543,0.2572,1.3119,1.0915,0.0511,0.4307,0.050328,0.035
399,0.0833,0.231,1.3245,1.0915,0.067,0.3922,0.047478,0.035
400,0.1144,0.2072,1.3343,1.0904,0.0693,0.3538,0.04486,0.035
401,0.1469,0.1871,1.3413,1.0885,0.0648,0.3165,0.042385,0.035
402,0.1789,0.1662,1.3482,1.0878,0.0685,0.2796,0.040027,0.035
403,0.2105,0.1406,1.3566,1.0894,0.0807,0.2411,0.038206,0.035
404,0.2418,0.1171,1.3624,1.0902,0.0954,0.2045,0.036845,0.035
405,0.2709,0.093,1.3656,1.09,0.0896,0.1696,0.035894,0.035
406,0.2971,0.0671,1.3668,1.0889,0.0791,0.1368,0.035326,0.035
407,0.3195,0.0399,1.3661,1.087,0.0753,0.1077,0.035059,0.035
408,0.3369,0.0134,1.3635,1.0842,0.0779,0.0861,0.034907,0.035
409,0.3486,-0.0107,1.3596,1.0807,0.0877,0.0746,0.034736,0.035
410,0.3557,-0.0315,1.3547,1.0766,0.105,0.0726,0.034564,0.035
411,0.3586,-0.0467,1.3491,1.0718,0.1226,0.0756,0.034036,0.035
412,0.3588,-0.0548,1.3434,1.0664,0.1239,0.0778,0.034032,0.035
413,0.3647,-0.0548,1.3367,1.0601,0.1082,0.0718,0.034472,0.035
414,0.3765,-0.055,1.3267,1.051,0.0988,0.0631,0.035078,0.035
415,0.3919,-0.0577,1.3148,1.0405,0.1085,0.0588,0.035741,0.035
416,0.4018,-0.0645,1.3048,1.0319,0.1261,0.0645,0.036198,0.035
417,0.3994,-0.0765,1.2989,1.0266,0.1437,0.0769,0.036077,0.035
418,0.3918,-0.0836,1.2936,1.0211,0.1489,0.0846,0.03564,0.035
419,0.3892,-0.0824,1.2874,1.0147,0.149,0.0844,0.035076,0.035
420,0.3942,-0.0772,1.2787,1.0061,0.1377,0.0803,0.034517,0.035
421,0.4026,-0.0749,1.268,0.9962,0.1386,0.0809,0.0338,0.035
422,0.4127,-0.0711,1.2566,0.9856,0.1515,0.0824,0.0327,0.035
423,0.4167,-0.0683,1.2474,0.9768,0.1368,0.0846,0.031178,0.035
424,0.4103,-0.0689,1.2419,0.9707,0.1087,0.086,0.029528,0.035
425,0.3996,-0.068,1.2385,0.966,0.0901,0.0855,0.028358,0.035
426,0.3939,-0.0614,1.2354,0.962,0.078,0.0812,0.027633,0.035
427,0.3962,-0.0499,1.2311,0.9573,0.0688,0.076,0.027274,0.035
428,0.4044,-0.0375,1.2256,0.9521,0.0618,0.0732,0.027217,0.035
429,0.415,-0.0272,1.2198,0.9472,0.056,0.0752,0.027314,0.035
430,0.4236,-0.0207,1.2157,0.944,0.0515,0.0792,0.027383,0.035
431,0.4274,-0.0198,1.2146,0.9435,0.0478,0.0812,0.027366,0.035
432,0.4255,-0.0242,1.217,0.9456,0.0444,0.0778,0.027296,0.0351
433,0.4193,-0.0322,1.2215,0.9496,0.0432,0.0732,0.027237,0.0351
434,0.4117,-0.0417,1.2265,0.954,0.0434,0.0707,0.02722,0.035
435,0.4058,-0.0513,1.2305,0.9578,0.0445,0.0717,0.027272,0.035
436,0.4039,-0.0598,1.2331,0.9606,0.0461,0.0751,0.02738,0.035
437,0.4068,-0.0672,1.2339,0.9622,0.04,0.0798,0.027522,0.035
438,0.4141,-0.0742,1.2332,0.9628,0.0333,0.086,0.027698,0.035
439,0.4243,-0.0815,1.2313,0.9628,0.0318,0.0945,0.027894,0.035
440,0.436,-0.0894,1.2285,0.9624,0.0357,0.1051,0.02807,0.0351
441,0.4476,-0.0975,1.2253,0.9617,0.0409,0.1168,0.028199,0.0351
442,0.4582,-0.1042,1.2219,0.9608,0.0448,0.1274,0.028231,0.035
443,0.467,-0.1079,1.2188,0.9596,0.0476,0.135,0.028091,0.035
444,0.4732,-0.1089,1.2162,0.9583,0.0495,0.1393,0.027763,0.035
445,0.4765,-0.109,1.2146,0.9573,0.0493,0.1409,0.027272,0.035
446,0.4767,-0.1092,1.2143,0.9571,0.049,0.1407,0.026648,0.035
447,0.4743,-0.1092,1.2152,0.9576,0.0492,0.1384,0.025895,0.035
448,0.4696,-0.1081,1.2171,0.9584,0.0494,0.1345,0.024997,0.035
449,0.4631,-0.1057,1.2194,0.9593,0.0493,0.1287,0.023997,0.035
450,0.4554,-0.1032,1.2222,0.9604,0.0493,0.1221,0.022963,0.035
451,0.4469,-0.101,1.2251,0.9618,0.0491,0.1157,0.021944,0.035
452,0.4384,-0.0989,1.2281,0.9632,0.0493,0.1098,0.020942,0.035
453,0.4304,-0.096,1.2307,0.9644,0.0496,0.1039,0.01994,0.035
454,0.4231,-0.0924,1.2327,0.9651,0.0497,0.0981,0.018972,0.035
455,0.4166,-0.0891,1.2345,0.9657,0.0498,0.0928,0.018096,0.035
456,0.4111,-0.0863,1.2361,0.9664,0.0499,0.0886,0.017289,0.035
457,0.4065,-0.0834,1.2374,0.9669,0.0501,0.0847,0.016513,0.035
458,0.4027,-0.0802,1.2383,0.9671,0.0501,0.0811,0.015815,0.035
459,0.3993,-0.0775,1.2392,0.9674,0.0499,0.0783,0.015255,0.035
460,0.3964,-0.0753,1.2403,0.9681,0.0502,0.0758,0.014725,0.035
461,0.3941,-0.0723,1.241,0.9683,0.0506,0.0727,0.014211,0.035
462,0.3918,-0.0695,1.2412,0.9681,0.0498,0.07,0.013828,0.035
463,0.3894,-0.0672,1.2418,0.9683,0.0497,0.0681,0.013614,0.035
464,0.3872,-0.0655,1.2428,0.969,0.0507,0.0666,0.013415,0.035
465,0.3852,-0.064,1.2433,0.9692,0.0506,0.0657,0.013175,0.035
466,0.3831,-0.0627,1.2434,0.969,0.0499,0.0648,0.013007,0.035
467,0.3812,-0.0611,1.2437,0.9691,0.05,0.064,0.012916,0.035
468,0.3797,-0.0596,1.2443,0.9694,0.0504,0.0631,0.012807,0.035
469,0.3785,-0.0581,1.2446,0.9695,0.0503,0.0622,0.012697,0.035
470,0.3775,-0.0567,1.2447,0.9694,0.0499,0.0613,0.012653,0.035
471,0.3767,-0.0555,1.2449,0.9695,0.0499,0.0604,0.01267,0.035
472,0.3762,-0.0545,1.2453,0.9698,0.0501,0.0597,0.012687,0.035
473,0.376,-0.0537,1.2455,0.97,0.0501,0.0594,0.01268,0.035
474,0.3759,-0.0531,1.2455,0.9699,0.05,0.0592,0.012684,0.035
475,0.376,-0.0525,1.2453,0.9697,0.0497,0.059,0.012724,0.035
476,0.3763,-0.0518,1.2452,0.9696,0.0494,0.0587,0.012793,0.035
477,0.3768,-0.0511,1.2452,0.9696,0.0493,0.0579,0.012892,0.035
478,0.3774,-0.0504,1.2452,0.9696,0.0494,0.0571,0.01302,0.035
479,0.3781,-0.0498,1.2452,0.9697,0.0497,0.0571,0.013176,0.035
480,0.3789,-0.0494,1.2454,0.9699,0.0499,0.0573,0.013353,0.035
481,0.3798,-0.0489,1.2456,0.9701,0.05,0.0574,0.013541,0.035
482,0.381,-0.0486,1.2458,0.9704,0.0501,0.0576,0.013727,0.035
483,0.3823,-0.0484,1.2459,0.9707,0.0502,0.0578,0.013905,0.035
484,0.3837,-0.0483,1.246,0.9708,0.0502,0.058,0.01407,0.035
485,0.3853,-0.0484,1.2459,0.9709,0.0502,0.0582,0.014225,0.035
486,0.3871,-0.0486,1.2457,0.9709,0.0502,0.0585,0.014372,0.035
487,0.3889,-0.0489,1.2455,0.9708,0.0502,0.0587,0.014514,0.035
488,0.3908,-0.0493,1.2452,0.9707,0.0501,0.0591,0.014652,0.035
489,0.3927,-0.0497,1.2449,0.9706,0.0501,0.0594,0.014788,0.035
490,0.3946,-0.0502,1.2446,0.9705,0.0501,0.0598,0.014919,0.035
491,0.3966,-0.0508,1.2443,0.9704,0.0501,0.0602,0.015047,0.035
492,0.3985,-0.0514,1.2439,0.9703,0.05,0.0607,0.015169,0.035
493,0.4004,-0.0521,1.2436,0.9702,0.05,0.0612,0.015287,0.035
494,0.4022,-0.0527,1.2432,0.9701,0.05,0.0618,0.015399,0.035
495,0.404,-0.0534,1.2429,0.97,0.05,0.0624,0.015507,0.035
496,0.4058,-0.0541,1.2425,0.9698,0.05,0.063,0.01561,0.035
497,0.4074,-0.0548,1.2422,0.9697,0.05,0.0637,0.01571,0.035
498,0.409,-0.0555,1.2419,0.9696,0.05,0.0644,0.015805,0.035
499,0.4106,-0.0561,1.2415,0.9695,0.05,0.0652,0.015898,0.035
500,0.4121,-0.0568,1.2412,0.9694,0.05,0.0659,0.015988,0.035
501,0.4135,-0.0575,1.2409,0.9692,0.05,0.0667,0.016077,0.035
502,0.415,-0.0582,1.2405,0.9691,0.05,0.0675,0.016164,0.035
503,0.4164,-0.0588,1.2402,0.969,0.05,0.0683,0.016251,0.035
504,0.4178,-0.0595,1.2398,0.9689,0.05,0.0692,0.016337,0.035
505,0.4192,-0.0602,1.2395,0.9687,0.05,0.07,0.016423,0.035
506,0.4206,-0.0609,1.2392,0.9686,0.05,0.0708,0.01651,0.035
507,0.4219,-0.0615,1.2388,0.9685,0.0422,0.0717,0.016471,0.035
508,0.4231,-0.0584,1.2388,0.9685,0.0396,0.0694,0.016453,0.035
509,0.4238,-0.058,1.2388,0.9685,0.0395,0.0698,0.016475,0.035
510,0.4247,-0.0588,1.2386,0.9684,0.0406,0.071,0.01655,0.035
511,0.426,-0.0601,1.2381,0.9682,0.0424,0.0725,0.016681,0.035
512,0.4276,-0.0617,1.2375,0.9679,0.0445,0.074,0.016858,0.035
513,0.4297,-0.0636,1.2368,0.9676,0.0465,0.0754,0.017066,0.035
514,0.432,-0.0654,1.2361,0.9674,0.0482,0.0767,0.017286,0.035
515,0.4345,-0.0672,1.2353,0.9671,0.0495,0.078,0.017504,0.035
516,0.437,-0.0688,1.2346,0.9668,0.0501,0.0791,0.017709,0.035
517,0.4394,-0.0703,1.2338,0.9665,0.05,0.0801,0.017896,0.035
518,0.4418,-0.0715,1.2331,0.9662,0.05,0.081,0.018062,0.035
519,0.4439,-0.0726,1.2324,0.966,0.05,0.0818,0.018206,0.035
520,0.4458,-0.0734,1.2319,0.9658,0.05,0.0826,0.018329,0.035
521,0.4475,-0.0741,1.2314,0.9656,0.05,0.0834,0.018434,0.035
522,0.449,-0.0747,1.2309,0.9654,0.05,0.0842,0.018523,0.035
523,0.4502,-0.0752,1.2305,0.9653,0.05,0.085,0.018601,0.035
524,0.4513,-0.0757,1.2302,0.9651,0.0499,0.0858,0.018672,0.035
525,0.4523,-0.0761,1.2299,0.965,0.0497,0.0867,0.01874,0.035
526,0.4533,-0.0766,1.2296,0.9649,0.0496,0.0876,0.018808,0.035
527,0.4542,-0.0771,1.2293,0.9648,0.0496,0.0885,0.01888,0.035
528,0.4551,-0.0776,1.229,0.9647,0.0496,0.0895,0.018956,0.035
529,0.4561,-0.0781,1.2286,0.9646,0.0496,0.0904,0.019039,0.035
530,0.4572,-0.0786,1.2283,0.9644,0.0496,0.0914,0.019129,0.035
531,0.4583,-0.0792,1.2279,0.9643,0.0497,0.0924,0.019227,0.035
532,0.4595,-0.0798,1.2275,0.9641,0.0497,0.0933,0.019331,0.035
533,0.4607,-0.0805,1.2271,0.964,0.0497,0.0932,0.019438,0.035
534,0.462,-0.0811,1.2266,0.9638,0.0498,0.0931,0.019542,0.035
535,0.4633,-0.0817,1.2261,0.9636,0.0497,0.0931,0.019639,0.035
536,0.4645,-0.0822,1.2257,0.9634,0.0497,0.0939,0.019729,0.035
537,0.4656,-0.0826,1.2254,0.9633,0.0497,0.0948,0.019813,0.035
538,0.4666,-0.0831,1.2251,0.9632,0.0497,0.0957,0.019892,0.035
539,0.4675,-0.0835,1.2248,0.9631,0.0498,0.0966,0.019965,0.035
540,0.4683,-0.0839,1.2245,0.963,0.0498,0.0975,0.020035,0.035
541,0.4692,-0.0843,1.2242,0.9629,0.0498,0.0985,0.02011,0.035
542,0.47,-0.0848,1.2238,0.9628,0.0498,0.0995,0.02019,0.035
543,0.471,-0.0852,1.2235,0.9627,0.0506,0.1005,0.020424,0.035
544,0.4712,-0.091,1.2227,0.9624,0.0504,0.1064,0.020575,0.035
545,0.4722,-0.0932,1.2219,0.9621,0.0501,0.1088,0.020684,0.035
546,0.4734,-0.0937,1.2214,0.9619,0.05,0.1097,0.020766,0.035
547,0.4747,-0.0933,1.2212,0.9618,0.05,0.1097,0.020814,0.035
548,0.4757,-0.0924,1.2211,0.9618,0.0505,0.1095,0.020843,0.035
549,0.4766,-0.0914,1.221,0.9618,0.0511,0.1093,0.020864,0.035
550,0.4773,-0.0905,1.2211,0.9619,0.0506,0.1092,0.020896,0.035
551,0.4779,-0.0898,1.2211,0.962,0.0501,0.1094,0.020968,0.035
552,0.4787,-0.0893,1.2213,0.9622,0.0494,0.1097,0.021083,0.035
553,0.4796,-0.0892,1.2214,0.9625,0.0488,0.1103,0.021224,0.035
554,0.4806,-0.0894,1.2214,0.9627,0.0484,0.111,0.021381,0.035
555,0.4819,-0.0898,1.2213,0.9629,0.0484,0.1117,0.021565,0.035
556,0.4833,-0.0904,1.2211,0.963,0.0485,0.1125,0.021775,0.035
557,0.485,-0.0911,1.2208,0.9632,0.0488,0.1133,0.021997,0.035
558,0.4868,-0.092,1.2204,0.9632,0.0491,0.1142,0.02222,0.035
559,0.4887,-0.0928,1.22,0.9632,0.0494,0.1149,0.022452,0.035
560,0.4907,-0.0937,1.2195,0.9632,0.0497,0.1157,0.022691,0.035
561,0.4928,-0.0946,1.219,0.9632,0.0499,0.1164,0.022922,0.035
562,0.4948,-0.0954,1.2184,0.9632,0.05,0.1172,0.023143,0.035
563,0.4968,-0.0962,1.2179,0.9632,0.05,0.1178,0.023363,0.035
564,0.4987,-0.0969,1.2174,0.9631,0.0501,0.1185,0.023577,0.035
565,0.5005,-0.0975,1.217,0.9632,0.0501,0.1192,0.023774,0.035
566,0.5022,-0.0981,1.2166,0.9632,0.05,0.1199,0.023965,0.035
567,0.5039,-0.0986,1.2162,0.9632,0.05,0.1205,0.024155,0.035
568,0.5054,-0.0991,1.2159,0.9633,0.05,0.1213,0.024334,0.035
569,0.5068,-0.0996,1.2156,0.9634,0.05,0.122,0.024503,0.035
570,0.5082,-0.1,1.2154,0.9635,0.05,0.1227,0.024678,0.035
571,0.5095,-0.1004,1.2152,0.9636,0.05,0.1235,0.024849,0.035
572,0.5108,-0.1008,1.2149,0.9637,0.0499,0.1242,0.025011,0.035
573,0.512,-0.1012,1.2147,0.9638,0.0499,0.125,0.025184,0.035
574,0.5133,-0.1016,1.2145,0.9639,0.0499,0.1258,0.025357,0.035
575,0.5146,-0.102,1.2143,0.964,0.0499,0.1265,0.025522,0.035
576,0.5159,-0.1024,1.2141,0.9641,0.0499,0.1273,0.025701,0.035
577,0.5172,-0.1029,1.2138,0.9643,0.0499,0.1281,0.025883,0.035
578,0.5186,-0.1033,1.2136,0.9643,0.0499,0.1288,0.026052,0.035
579,0.5199,-0.1037,1.2133,0.9644,0.0499,0.1296,0.026243,0.035
580,0.5213,-0.1041,1.213,0.9645,0.05,0.1303,0.026428,0.035
581,0.5227,-0.1046,1.2127,0.9646,0.05,0.1311,0.026601,0.035
582,0.5241,-0.105,1.2124,0.9647,0.05,0.1318,0.026804,0.035
583,0.5256,-0.1055,1.2121,0.9648,0.05,0.1325,0.026981,0.035
584,0.527,-0.1059,1.2117,0.9648,0.05,0.1332,0.027159,0.035
585,0.5284,-0.1062,1.2114,0.9649,0.05,0.1339,0.027371,0.035
586,0.5299,-0.1067,1.2111,0.965,0.05,0.1347,0.027522,0.035
587,0.5312,-0.107,1.2108,0.965,0.05,0.1353,0.027731,0.035
588,0.5327,-0.1075,1.2105,0.9651,0.05,0.1361,0.027913,0.035
589,0.534,-0.1079,1.2101,0.9652,0.05,0.1368,0.028056,0.035
590,0.5353,-0.1081,1.2099,0.9652,0.05,0.1375,0.028311,0.035
591,0.5368,-0.1087,1.2096,0.9654,0.05,0.1383,0.028387,0.035
592,0.5378,-0.1088,1.2093,0.9654,0.05,0.139,0.02867,0.035
593,0.5394,-0.1094,1.2091,0.9656,0.05,0.1398,0.028764,0.035
594,0.5404,-0.1095,1.2087,0.9656,0.05,0.1405,0.02896,0.035
595,0.5418,-0.1099,1.2085,0.9658,0.05,0.1412,0.02921,0.035
596,0.5431,-0.1105,1.2082,0.9659,0.05,0.1421,0.029165,0.035
597,0.5439,-0.11,1.208,0.9658,0.0499,0.1426,0.029749,0.035
598,0.546,-0.1117,1.2078,0.9663,0.05,0.1438,0.029452,0.035
599,0.5463,-0.1103,1.2076,0.9661,0.05,0.1438,0.030395,0.035
600,0.5494,-0.1129,1.2082,0.9678,0.0501,0.145,0.030246,0.035
601,0.5491,-0.1125,1.2081,0.9675,0.0498,0.1462,0.030063,0.035
602,0.5494,-0.111,1.2083,0.9676,0.05,0.1461,0.030996,0.035
603,0.5512,-0.114,1.2094,0.9694,0.0502,0.1483,0.030706,0.035
604,0.5494,-0.1127,1.2112,0.9706,0.0498,0.1495,0.031089,0.035
605,0.5501,-0.1127,1.2128,0.9723,0.0496,0.1501,0.031346,0.035
606,0.55,-0.1135,1.2124,0.972,0.0496,0.1521,0.030769,0.035
607,0.5499,-0.1108,1.2117,0.971,0.0494,0.1516,0.031618,0.035
608,0.5552,-0.1123,1.211,0.9718,0.0494,0.1507,0.032773,0.035
609,0.5597,-0.1166,1.2093,0.9719,0.05,0.1525,0.032564,0.035
610,0.5624,-0.1157,1.2074,0.9707,0.05,0.1516,0.032727,0.035
611,0.5695,-0.1142,1.2039,0.9691,0.0501,0.148,0.034433,0.035
612,0.5792,-0.1199,1.2012,0.97,0.0505,0.1485,0.03638,0.035
613,0.5851,-0.1271,1.2016,0.973,0.0502,0.1522,0.036467,0.035
614,0.5867,-0.1266,1.2029,0.9747,0.0495,0.1517,0.036068,0.035
615,0.5883,-0.1224,1.2028,0.9745,0.0494,0.1485,0.037072,0.035
616,0.5907,-0.1241,1.2045,0.9771,0.0493,0.1494,0.03816,0.035
617,0.5889,-0.1275,1.2096,0.9817,0.05,0.1534,0.037353,0.035
618,0.5828,-0.1247,1.2149,0.9847,0.0497,0.1551,0.036135,0.035
619,0.5775,-0.1189,1.217,0.9845,0.0491,0.1535,0.036274,0.035
620,0.574,-0.1184,1.2205,0.9867,0.0491,0.1551,0.036618,0.035
621,0.5667,-0.1199,1.228,0.9921,0.0507,0.1607,0.035276,0.035
622,0.5551,-0.1163,1.2355,0.9958,0.0505,0.1662,0.033735,0.035
623,0.5457,-0.1101,1.2388,0.9959,0.0491,0.1691,0.033307,0.035
624,0.5386,-0.1079,1.2426,0.9976,0.0488,0.1733,0.032981,0.035
625,0.5277,-0.107,1.25,1.0021,0.0523,0.1821,0.031315,0.035
626,0.5138,-0.1023,1.2562,1.0045,0.0528,0.1916,0.029796,0.035
627,0.5041,-0.0956,1.2578,1.0034,0.0499,0.1966,0.029354,0.035
628,0.4984,-0.093,1.2595,1.0038,0.0487,0.2006,0.028849,0.035
629,0.4899,-0.092,1.2617,1.0041,0.0511,0.2062,0.027201,0.035
630,0.4795,-0.0885,1.2616,1.0018,0.0528,0.2122,0.026017,0.035
631,0.4748,-0.0844,1.259,0.9981,0.0511,0.2125,0.026269,0.035
632,0.4775,-0.0852,1.2577,0.9974,0.0491,0.2084,0.026931,0.035
633,0.4808,-0.0885,1.2568,0.9973,0.0508,0.2049,0.026611,0.035
634,0.4825,-0.0885,1.2541,0.995,0.0519,0.2013,0.026745,0.035
635,0.4894,-0.0889,1.2495,0.9918,0.0505,0.1931,0.028006,0.035
636,0.5002,-0.0944,1.2457,0.9908,0.05,0.1843,0.028943,0.035
637,0.509,-0.0992,1.2409,0.9883,0.0512,0.1775,0.028929,0.035
638,0.5175,-0.1002,1.2341,0.9837,0.0509,0.1692,0.029994,0.035
639,0.5311,-0.1037,1.2277,0.981,0.0499,0.1591,0.032074,0.035
640,0.5453,-0.1111,1.223,0.9807,0.05,0.1527,0.032718,0.035
641,0.5537,-0.1132,1.2192,0.9795,0.0492,0.1475,0.033093,0.035
642,0.5601,-0.1135,1.2152,0.9774,0.048,0.143,0.033905,0.035
643,0.5649,-0.1163,1.2114,0.9753,0.0485,0.1418,0.033421,0.035
644,0.5671,-0.115,1.2083,0.9728,0.049,0.1389,0.033372,0.035
645,0.5725,-0.1135,1.2051,0.9711,0.0489,0.1342,0.034772,0.035
646,0.5793,-0.1184,1.2039,0.9724,0.0494,0.1347,0.036343,0.035
647,0.582,-0.1246,1.2059,0.9759,0.05,0.1379,0.035812,0.035
