step,ee_x_b,ee_y_b,ee_z_b,radius_m,min_joint_margin,pose_err_m,manipulability,gripper
1286,0.2964,0.0652,1.2488,0.971,0.05,0.0678,0.013567,0.035
1287,0.2991,0.0654,1.2489,0.9711,0.05,0.0681,0.013873,0.035
1288,0.3018,0.0657,1.2489,0.9711,0.05,0.0684,0.014204,0.035
1289,0.3044,0.066,1.2489,0.9711,0.0499,0.0688,0.014557,0.035
1290,0.307,0.0665,1.2489,0.9712,0.0499,0.0692,0.014933,0.035
1291,0.3095,0.067,1.2488,0.9712,0.0499,0.0697,0.015331,0.035
1292,0.3121,0.0675,1.2488,0.9712,0.0499,0.0703,0.015748,0.035
1293,0.3146,0.0681,1.2487,0.9712,0.0498,0.0709,0.016181,0.035
1294,0.3172,0.0688,1.2486,0.9712,0.0498,0.0716,0.016631,0.035
1295,0.3198,0.0695,1.2485,0.9712,0.0498,0.0723,0.017096,0.035
1296,0.3225,0.0702,1.2484,0.9712,0.0497,0.0731,0.017576,0.035
1297,0.3252,0.071,1.2483,0.9712,0.0497,0.0739,0.018069,0.035
1298,0.3281,0.0719,1.2481,0.9712,0.0497,0.0748,0.018574,0.035
1299,0.331,0.0727,1.248,0.9712,0.0497,0.0757,0.019088,0.035
1300,0.3341,0.0736,1.2478,0.9712,0.0497,0.0766,0.019612,0.035
1301,0.3373,0.0745,1.2475,0.9711,0.0497,0.0776,0.020138,0.035
1302,0.3407,0.0754,1.2473,0.9711,0.0498,0.0787,0.020663,0.035
1303,0.3441,0.0762,1.247,0.971,0.0499,0.0798,0.021191,0.035
1304,0.3476,0.0772,1.2467,0.9709,0.05,0.0809,0.021719,0.035
1305,0.3512,0.0781,1.2463,0.9708,0.05,0.0821,0.022247,0.035
1306,0.3548,0.0791,1.2459,0.9707,0.05,0.0833,0.022769,0.035
1307,0.3584,0.0801,1.2455,0.9706,0.05,0.0847,0.023283,0.035
1308,0.3621,0.0813,1.245,0.9704,0.0499,0.0862,0.023785,0.035
1309,0.3659,0.0825,1.2444,0.9702,0.0498,0.0878,0.024268,0.035
1310,0.3698,0.0839,1.2438,0.97,0.0497,0.0895,0.024731,0.035
1311,0.3737,0.0853,1.2431,0.9697,0.0495,0.0914,0.02517,0.035
1312,0.3778,0.0869,1.2424,0.9694,0.0494,0.0934,0.025582,0.035
1313,0.3821,0.0884,1.2415,0.9691,0.0493,0.0955,0.025967,0.035
1314,0.3866,0.0899,1.2406,0.9687,0.0492,0.0977,0.026322,0.035
1315,0.3913,0.0914,1.2396,0.9683,0.049,0.1,0.02665,0.035
1316,0.3964,0.0926,1.2386,0.9679,0.049,0.1023,0.02695,0.035
1317,0.4017,0.0937,1.2375,0.9674,0.0489,0.1047,0.027225,0.035
1318,0.4074,0.0945,1.2363,0.967,0.0489,0.1069,0.027477,0.035
1319,0.4134,0.0949,1.2351,0.9665,0.0489,0.1092,0.027711,0.035
1320,0.4197,0.0949,1.2339,0.9661,0.049,0.1113,0.027929,0.035
1321,0.4263,0.0945,1.2326,0.9656,0.0491,0.1134,0.028137,0.035
1322,0.4331,0.0936,1.2313,0.9651,0.0492,0.1153,0.028339,0.035
1323,0.4401,0.0923,1.2299,0.9646,0.0494,0.1172,0.028536,0.035
1324,0.4472,0.0905,1.2285,0.9641,0.0494,0.1191,0.028731,0.035
1325,0.4543,0.0883,1.227,0.9635,0.0495,0.121,0.028922,0.035
1326,0.4616,0.0857,1.2254,0.963,0.0494,0.1229,0.029109,0.035
1327,0.469,0.0826,1.2238,0.9624,0.0494,0.1248,0.029289,0.035
1328,0.4764,0.0791,1.2221,0.9618,0.0494,0.1267,0.029462,0.035
1329,0.4839,0.075,1.2204,0.9612,0.0494,0.1288,0.029626,0.035
1330,0.4914,0.0704,1.2186,0.9605,0.0494,0.1309,0.029782,0.035
1331,0.4988,0.0653,1.2168,0.9599,0.0494,0.133,0.029929,0.035
1332,0.5061,0.0597,1.2149,0.9592,0.0495,0.1352,0.030063,0.035
1333,0.5131,0.0535,1.213,0.9585,0.0494,0.1374,0.03018,0.035
1334,0.5199,0.0468,1.211,0.9578,0.0494,0.1396,0.030277,0.035
1335,0.5263,0.0395,1.2091,0.9571,0.0498,0.1419,0.030319,0.035
1336,0.5322,0.0321,1.2073,0.9565,0.0501,0.144,0.030328,0.035
1337,0.5372,0.0256,1.2058,0.956,0.0502,0.1458,0.030322,0.035
1338,0.5409,0.0209,1.2044,0.9555,0.0472,0.147,0.030259,0.035
1339,0.5436,0.0183,1.2032,0.955,0.0448,0.1475,0.030102,0.035
1340,0.5456,0.0177,1.2023,0.9546,0.0447,0.1476,0.029885,0.035
1341,0.5474,0.0184,1.2016,0.9544,0.0456,0.1477,0.029656,0.035
1342,0.5491,0.0203,1.2008,0.9541,0.0469,0.1477,0.0294,0.035
1343,0.5505,0.0231,1.2,0.9538,0.0483,0.1477,0.029129,0.035
1344,0.5519,0.0258,1.1991,0.9534,0.0495,0.1478,0.028868,0.035
1345,0.5536,0.028,1.1983,0.9531,0.0498,0.1481,0.028628,0.035
1346,0.5551,0.0301,1.1975,0.9528,0.0498,0.1482,0.028374,0.035
1347,0.556,0.0325,1.1968,0.9524,0.0499,0.1478,0.028068,0.035
1348,0.5564,0.0344,1.1962,0.952,0.0495,0.1468,0.027742,0.035
1349,0.5565,0.0355,1.1961,0.952,0.0499,0.1454,0.027414,0.035
1350,0.5559,0.0366,1.1963,0.9521,0.05,0.1432,0.027011,0.035
1351,0.5541,0.0381,1.1966,0.9519,0.0494,0.1399,0.026508,0.035
1352,0.5514,0.0388,1.1974,0.952,0.0493,0.1356,0.025987,0.035
1353,0.5483,0.0388,1.1989,0.9527,0.05,0.1304,0.025427,0.035
1354,0.5438,0.0392,1.2006,0.9531,0.0528,0.1242,0.024628,0.035
1355,0.5364,0.0387,1.2038,0.9544,0.053,0.1147,0.023319,0.035
1356,0.5242,0.0362,1.2097,0.957,0.0521,0.0996,0.02187,0.035
1357,0.5094,0.0324,1.2171,0.9608,0.0526,0.0815,0.020765,0.0351
1358,0.4963,0.0317,1.2234,0.9642,0.0531,0.0669,0.020277,0.0351
1359,0.4885,0.0333,1.2272,0.9663,0.0531,0.0591,0.020355,0.0351
1360,0.4856,0.0376,1.2285,0.9672,0.0529,0.0578,0.020984,0.0351
1361,0.4865,0.046,1.2278,0.967,0.0519,0.0629,0.021926,0.0351
1362,0.4887,0.0565,1.2257,0.966,0.0509,0.0711,0.022761,0.0351
1363,0.4893,0.0651,1.2237,0.9647,0.0519,0.0775,0.022912,0.0351
1364,0.4884,0.0698,1.2228,0.9639,0.0532,0.0802,0.022408,0.0351
1365,0.4863,0.0705,1.2226,0.9634,0.0547,0.0789,0.02156,0.0351
1366,0.4833,0.0673,1.2229,0.9629,0.0569,0.0739,0.020611,0.0352
1367,0.4787,0.0606,1.2237,0.9624,0.0606,0.0652,0.01961,0.0352
1368,0.473,0.0506,1.225,0.962,0.0654,0.0532,0.018548,0.0351
1369,0.4663,0.0382,1.2265,0.9617,0.0704,0.039,0.0174,0.0351
1370,0.4587,0.0249,1.2277,0.9613,0.0738,0.0253,0.01619,0.0351
1371,0.4505,0.012,1.2283,0.9603,0.0736,0.018,0.01501,0.0351
1372,0.443,0.0007,1.2278,0.9585,0.069,0.0229,0.01416,0.035
1373,0.4371,-0.0075,1.227,0.9569,0.0637,0.0318,0.013827,0.035
1374,0.4335,-0.0126,1.227,0.9564,0.0598,0.0385,0.013895,0.035
1375,0.4327,-0.0156,1.2273,0.9567,0.0572,0.0421,0.014154,0.035
1376,0.4345,-0.0169,1.2273,0.957,0.0555,0.0428,0.014473,0.035
1377,0.4383,-0.017,1.2268,0.957,0.0541,0.0413,0.014822,0.035
1378,0.4436,-0.016,1.2259,0.9568,0.053,0.0379,0.015223,0.035
1379,0.45,-0.014,1.2246,0.9565,0.052,0.0333,0.015721,0.035
1380,0.4571,-0.0112,1.2233,0.9564,0.0513,0.028,0.016324,0.035
1381,0.4643,-0.0078,1.2222,0.9565,0.0507,0.0224,0.016957,0.035
1382,0.4712,-0.0039,1.2213,0.9567,0.0503,0.0176,0.017591,0.035
1383,0.4773,0.0002,1.2205,0.9571,0.0502,0.0143,0.018191,0.035
1384,0.4826,0.0043,1.22,0.9576,0.0502,0.0133,0.018723,0.035
1385,0.487,0.0082,1.2195,0.958,0.0501,0.0143,0.01916,0.035
1386,0.4905,0.0117,1.2192,0.9584,0.0501,0.0165,0.019508,0.035
1387,0.493,0.0149,1.219,0.9587,0.05,0.0189,0.019779,0.035
1388,0.4948,0.0177,1.2189,0.9591,0.05,0.0213,0.019985,0.035
1389,0.4959,0.0201,1.219,0.9594,0.0501,0.0234,0.020139,0.035
1390,0.4966,0.0221,1.2191,0.9597,0.0504,0.0254,0.020267,0.035
1391,0.4969,0.0239,1.2193,0.96,0.051,0.0272,0.020389,0.035
1392,0.4971,0.0256,1.2196,0.9604,0.0515,0.0291,0.020516,0.035
1393,0.4973,0.0272,1.2199,0.9608,0.0513,0.031,0.020658,0.035
1394,0.4975,0.0288,1.2202,0.9612,0.0511,0.0329,0.020816,0.035
1395,0.4979,0.0305,1.2205,0.9616,0.0508,0.0349,0.020986,0.035
1396,0.4984,0.0323,1.2207,0.962,0.0507,0.037,0.021159,0.035
1397,0.4992,0.034,1.2208,0.9623,0.0509,0.039,0.021337,0.035
1398,0.5001,0.0355,1.2208,0.9625,0.0511,0.0408,0.021518,0.035
1399,0.5012,0.0368,1.2207,0.9627,0.0513,0.0424,0.021698,0.035
1400,0.5026,0.0379,1.2205,0.9628,0.0514,0.0436,0.021879,0.035
1401,0.504,0.0388,1.2202,0.9628,0.0514,0.0447,0.022068,0.035
1402,0.5057,0.0395,1.2198,0.9629,0.051,0.0455,0.02226,0.035
1403,0.5074,0.04,1.2194,0.9629,0.0505,0.0462,0.02245,0.035
1404,0.5091,0.0404,1.219,0.9628,0.0504,0.0468,0.022638,0.035
1405,0.5109,0.0408,1.2186,0.9628,0.0504,0.0473,0.022829,0.035
1406,0.5126,0.0411,1.2181,0.9628,0.0503,0.0478,0.023014,0.035
1407,0.5143,0.0414,1.2177,0.9628,0.05,0.0483,0.023196,0.035
1408,0.516,0.0417,1.2173,0.9628,0.0498,0.0488,0.023383,0.035
1409,0.5176,0.042,1.217,0.9628,0.0497,0.0493,0.023569,0.035
1410,0.5192,0.0424,1.2166,0.9629,0.0497,0.0499,0.02375,0.035
1411,0.5208,0.0428,1.2163,0.9629,0.0497,0.0506,0.023936,0.035
1412,0.5223,0.0433,1.216,0.963,0.0497,0.0513,0.024124,0.035
1413,0.5238,0.0437,1.2157,0.9631,0.0498,0.052,0.024306,0.035
1414,0.5253,0.0442,1.2154,0.9632,0.0499,0.0527,0.024492,0.035
1415,0.5268,0.0447,1.2151,0.9633,0.0499,0.0534,0.024685,0.035
1416,0.5283,0.0451,1.2149,0.9634,0.05,0.0541,0.024872,0.035
1417,0.5298,0.0456,1.2146,0.9635,0.05,0.0548,0.025063,0.035
1418,0.5313,0.0461,1.2143,0.9636,0.05,0.0555,0.025262,0.035
1419,0.5328,0.0466,1.214,0.9637,0.05,0.0562,0.025455,0.035
1420,0.5344,0.047,1.2137,0.9638,0.05,0.0569,0.025651,0.035
1421,0.5359,0.0475,1.2133,0.9639,0.05,0.0576,0.025857,0.035
1422,0.5375,0.048,1.213,0.964,0.05,0.0583,0.026053,0.035
1423,0.5391,0.0485,1.2127,0.9641,0.05,0.059,0.026255,0.035
1424,0.5406,0.0489,1.2124,0.9641,0.05,0.0597,0.026466,0.035
1425,0.5423,0.0494,1.212,0.9642,0.05,0.0604,0.026659,0.035
1426,0.5438,0.0499,1.2117,0.9643,0.05,0.0612,0.02687,0.035
1427,0.5454,0.0504,1.2113,0.9644,0.05,0.0619,0.027078,0.035
1428,0.547,0.0509,1.211,0.9645,0.05,0.0626,0.027267,0.035
1429,0.5485,0.0514,1.2106,0.9646,0.05,0.0633,0.02749,0.035
1430,0.5501,0.0519,1.2103,0.9647,0.05,0.064,0.027679,0.035
1431,0.5515,0.0524,1.2099,0.9648,0.05,0.0648,0.027879,0.035
1432,0.553,0.0529,1.2096,0.9649,0.05,0.0655,0.028104,0.035
1433,0.5546,0.0533,1.2093,0.965,0.05,0.0662,0.028262,0.035
1434,0.5559,0.0538,1.2089,0.9651,0.05,0.0671,0.028514,0.035
1435,0.5576,0.0543,1.2086,0.9652,0.05,0.0677,0.02867,0.035
1436,0.5589,0.0548,1.2083,0.9653,0.05,0.0686,0.028887,0.035
1437,0.5604,0.0552,1.208,0.9654,0.05,0.0693,0.029113,0.035
1438,0.5619,0.0557,1.2077,0.9655,0.05,0.07,0.029225,0.035
1439,0.563,0.0562,1.2074,0.9656,0.05,0.071,0.029586,0.035
1440,0.5651,0.0566,1.2071,0.9659,0.0499,0.0713,0.029537,0.035
1441,0.5656,0.0572,1.2067,0.9657,0.05,0.0728,0.030085,0.035
1442,0.5683,0.0574,1.2064,0.9662,0.0499,0.0726,0.029831,0.035
1443,0.568,0.0582,1.206,0.9658,0.0499,0.0746,0.0306,0.035
1444,0.5714,0.0582,1.2059,0.9666,0.0499,0.0738,0.030341,0.035
1445,0.5713,0.0591,1.2056,0.9663,0.05,0.0758,0.031073,0.035
1446,0.5748,0.0597,1.2057,0.9675,0.0499,0.0754,0.031311,0.035
1447,0.5764,0.0598,1.2049,0.9672,0.0497,0.076,0.030824,0.035
1448,0.5755,0.0614,1.2045,0.9666,0.0497,0.079,0.031899,0.035
1449,0.5803,0.0607,1.2051,0.9685,0.049,0.0767,0.032509,0.035
1450,0.5814,0.0589,1.2064,0.9699,0.0495,0.0753,0.031764,0.035
1451,0.5779,0.0606,1.2073,0.9699,0.0494,0.0794,0.032104,0.035
1452,0.5798,0.0628,1.2081,0.9714,0.0498,0.0809,0.033555,0.035
1453,0.5857,0.0607,1.2102,0.9749,0.0487,0.0766,0.033779,0.035
1454,0.5848,0.0581,1.2125,0.9768,0.0495,0.0756,0.032613,0.035
1455,0.5792,0.0588,1.2134,0.976,0.0497,0.0807,0.03304,0.035
1456,0.5803,0.0585,1.214,0.9769,0.0494,0.0809,0.033345,0.035
1457,0.5801,0.057,1.2148,0.9775,0.0495,0.0812,0.032406,0.035
1458,0.5763,0.0584,1.2147,0.9764,0.0496,0.0862,0.032857,0.035
1459,0.5793,0.0599,1.2142,0.9769,0.05,0.0866,0.034272,0.035
1460,0.5855,0.0589,1.2146,0.979,0.0499,0.083,0.033939,0.035
1461,0.5851,0.0598,1.2148,0.9791,0.0495,0.0852,0.034008,0.035
1462,0.5874,0.0623,1.2141,0.9793,0.0495,0.0869,0.035482,0.035
1463,0.595,0.0609,1.2146,0.982,0.0478,0.0821,0.036812,0.035
1464,0.5985,0.0579,1.2178,0.9858,0.0492,0.0784,0.036034,0.035
1465,0.5935,0.0585,1.221,0.9874,0.0484,0.0831,0.035087,0.035
1466,0.5899,0.0619,1.2198,0.9854,0.05,0.0896,0.035646,0.035
1467,0.5936,0.0614,1.2182,0.985,0.0489,0.0883,0.036704,0.035
1468,0.5963,0.0578,1.2207,0.988,0.0495,0.085,0.036084,0.035
1469,0.5921,0.0575,1.2242,0.9901,0.0489,0.089,0.035344,0.035
1470,0.5889,0.0593,1.2246,0.9896,0.05,0.0942,0.036154,0.035
1471,0.5923,0.0573,1.2261,0.9919,0.0476,0.0918,0.037092,0.035
1472,0.5931,0.0527,1.2309,0.9964,0.0488,0.0898,0.036161,0.035
1473,0.5861,0.0516,1.2358,0.999,0.0488,0.0968,0.035099,0.035
1474,0.5799,0.0524,1.2373,0.9987,0.0497,0.1042,0.035498,0.035
1475,0.5803,0.0494,1.2397,1.001,0.0471,0.1026,0.036058,0.035
1476,0.578,0.0441,1.2457,1.0059,0.0491,0.103,0.034817,0.035
1477,0.568,0.0423,1.2518,1.009,0.0479,0.1123,0.033563,0.035
1478,0.5601,0.0425,1.2534,1.0084,0.0499,0.1198,0.033724,0.035
1479,0.5596,0.0392,1.2547,1.0094,0.0471,0.1194,0.034103,0.035
1480,0.5562,0.0347,1.2599,1.0134,0.0497,0.1223,0.03278,0.035
1481,0.5457,0.0326,1.265,1.0157,0.0478,0.1329,0.031568,0.035
1482,0.5383,0.0314,1.2655,1.0144,0.0492,0.1397,0.031776,0.035
1483,0.5379,0.028,1.2661,1.0148,0.0464,0.1395,0.03201,0.035
1484,0.5338,0.0251,1.2686,1.0162,0.049,0.1435,0.030475,0.035
1485,0.5236,0.0243,1.2696,1.0149,0.0431,0.1533,0.029102,0.035
1486,0.517,0.0252,1.2671,1.0109,0.0465,0.1591,0.029396,0.035
1487,0.5189,0.0233,1.2651,1.0094,0.0467,0.1565,0.03044,0.035
1488,0.5217,0.0225,1.2656,1.0105,0.0462,0.1538,0.029834,0.035
1489,0.5201,0.0237,1.2647,1.0093,0.0402,0.1553,0.029298,0.035
1490,0.5218,0.027,1.2603,1.0055,0.0444,0.1534,0.030538,0.035
1491,0.5315,0.0279,1.2568,1.0042,0.0466,0.1435,0.032247,0.035
1492,0.54,0.0287,1.2552,1.0047,0.046,0.1352,0.032013,0.035
1493,0.5434,0.0316,1.2521,1.0026,0.0378,0.132,0.031688,0.035
1494,0.549,0.0379,1.2455,0.9978,0.0403,0.1275,0.03319,0.035
1495,0.5617,0.0416,1.2397,0.9957,0.0463,0.1162,0.035231,0.035
1496,0.5726,0.0427,1.2376,0.9965,0.0441,0.1064,0.035294,0.035
1497,0.5769,0.0452,1.2363,0.9966,0.0391,0.1034,0.035199,0.035
1498,0.583,0.0503,1.231,0.9935,0.043,0.1003,0.036913,0.035
1499,0.5959,0.0531,1.2258,0.9925,0.0486,0.0911,0.039111,0.035
1500,0.6067,0.0534,1.2245,0.9945,0.0468,0.0828,0.03924,0.035
1501,0.6109,0.0556,1.2239,0.9954,0.0439,0.0813,0.038895,0.035
1502,0.6141,0.0595,1.2202,0.993,0.0478,0.0821,0.040129,0.035
1503,0.6217,0.0606,1.2174,0.9929,0.0483,0.0784,0.041756,0.035
1504,0.6275,0.0591,1.2187,0.996,0.05,0.0736,0.041314,0.035
1505,0.6263,0.06,1.221,0.9978,0.0479,0.0747,0.04032,0.035
1506,0.6235,0.0625,1.2199,0.996,0.0506,0.0785,0.04072,0.035
1507,0.6247,0.0619,1.2196,0.996,0.0478,0.0773,0.041504,0.035
1508,0.6245,0.0578,1.2235,0.9994,0.0491,0.0738,0.040412,0.035
1509,0.6174,0.0571,1.2285,1.0019,0.049,0.0775,0.038921,0.035
1510,0.6091,0.0589,1.23,1.0007,0.05,0.0846,0.038795,0.035
1511,0.6056,0.0565,1.2321,1.0016,0.0472,0.0855,0.038902,0.035
1512,0.6005,0.0503,1.2383,1.0055,0.0486,0.0859,0.037223,0.035
1513,0.5882,0.0479,1.2449,1.0082,0.0506,0.0957,0.035558,0.035
1514,0.5778,0.0483,1.2468,1.0071,0.0491,0.1052,0.035342,0.035
1515,0.5746,0.045,1.2485,1.0076,0.0458,0.1068,0.035413,0.035
1516,0.5699,0.0381,1.254,1.0114,0.0474,0.1095,0.033888,0.035
1517,0.558,0.0352,1.2598,1.0138,0.0496,0.1209,0.032458,0.035
1518,0.5487,0.034,1.2611,1.0127,0.0473,0.1295,0.032414,0.035
1519,0.5465,0.0303,1.2623,1.0132,0.0451,0.1309,0.032527,0.035
1520,0.5409,0.0267,1.2672,1.0165,0.0486,0.1367,0.030969,0.035
1521,0.5281,0.0247,1.2718,1.018,0.0487,0.1496,0.029617,0.035
1522,0.5193,0.0228,1.2718,1.016,0.0487,0.1577,0.02971,0.035
1523,0.5177,0.0199,1.2719,1.0157,0.0461,0.1589,0.030055,0.035
1524,0.5153,0.0191,1.2718,1.0151,0.0471,0.1611,0.028873,0.035
1525,0.5097,0.0204,1.2696,1.0118,0.0387,0.1661,0.027988,0.035
1526,0.5083,0.024,1.2653,1.0074,0.0412,0.1669,0.028896,0.035
1527,0.5163,0.0249,1.2615,1.0054,0.0456,0.1586,0.03073,0.035
1528,0.5264,0.0264,1.2597,1.0058,0.0422,0.1487,0.030811,0.035
1529,0.5321,0.0297,1.2562,1.0038,0.0342,0.1432,0.030912,0.035
1530,0.5402,0.0368,1.2499,0.9999,0.0378,0.1361,0.032839,0.035
1531,0.5557,0.0406,1.2443,0.9985,0.0452,0.1219,0.035154,0.035
1532,0.5688,0.0416,1.2418,0.9995,0.0435,0.1098,0.035247,0.035
1533,0.5744,0.0443,1.239,0.9985,0.0383,0.1055,0.035118,0.035
1534,0.5814,0.0499,1.2323,0.9942,0.0421,0.1015,0.036595,0.035
1535,0.5937,0.0529,1.2258,0.9918,0.0472,0.0928,0.038584,0.035
1536,0.6039,0.0539,1.2233,0.9925,0.0453,0.0854,0.038591,0.035
1537,0.6079,0.0564,1.2218,0.9924,0.0428,0.0841,0.038338,0.035
1538,0.6123,0.0604,1.2173,0.9898,0.047,0.0844,0.039834,0.035
1539,0.622,0.0618,1.214,0.9899,0.0485,0.0798,0.041712,0.035
1540,0.6296,0.0607,1.2146,0.9929,0.0499,0.0745,0.041433,0.035
1541,0.6298,0.0619,1.216,0.9943,0.0478,0.075,0.040664,0.035
1542,0.6283,0.0648,1.2146,0.9926,0.0506,0.0785,0.041282,0.035
1543,0.63,0.0646,1.2145,0.9931,0.0486,0.0775,0.041691,0.035
1544,0.6275,0.0625,1.2171,0.9947,0.0495,0.0767,0.039859,0.035
1545,0.6173,0.0626,1.22,0.994,0.0488,0.0824,0.038147,0.035
1546,0.61,0.0642,1.2186,0.9905,0.0504,0.0885,0.03785,0.035
1547,0.6085,0.0631,1.2176,0.9891,0.0476,0.0889,0.038336,0.035
1548,0.608,0.0573,1.2206,0.9914,0.0471,0.0848,0.03725,0.035
1549,0.5999,0.0539,1.2259,0.9938,0.0474,0.0884,0.036739,0.035
1550,0.5923,0.0525,1.2308,0.9961,0.0488,0.0935,0.03498,0.035
1551,0.5812,0.0515,1.2328,0.9948,0.0484,0.1025,0.034514,0.035
1552,0.5758,0.0492,1.2344,0.9947,0.0484,0.1061,0.033336,0.035
1553,0.5685,0.047,1.236,0.9941,0.0478,0.1118,0.033308,0.035
1554,0.5666,0.0452,1.2368,0.9943,0.0486,0.1129,0.032317,0.035
1555,0.5622,0.0449,1.2358,0.9921,0.0483,0.1167,0.032688,0.035
1556,0.5644,0.045,1.2343,0.9912,0.0493,0.1146,0.032432,0.035
1557,0.5655,0.0463,1.2319,0.9893,0.0492,0.1141,0.033411,0.035
1558,0.572,0.0483,1.2293,0.9887,0.0489,0.1091,0.033279,0.035
1559,0.5753,0.0518,1.2253,0.9859,0.0495,0.1079,0.034549,0.035
1560,0.5845,0.0553,1.221,0.9846,0.0485,0.1021,0.034768,0.035
1561,0.5901,0.059,1.2167,0.9823,0.0493,0.1001,0.036149,0.035
1562,0.5993,0.0619,1.2127,0.9815,0.0485,0.0954,0.036232,0.035
1563,0.6033,0.0648,1.2096,0.9799,0.0493,0.0951,0.037414,0.035
1564,0.6101,0.0668,1.2069,0.9797,0.0489,0.0926,0.037193,0.035
1565,0.6114,0.0687,1.2051,0.9786,0.0496,0.0936,0.038076,0.035
1566,0.6156,0.0694,1.2038,0.9787,0.0496,0.092,0.037566,0.035
1567,0.6144,0.0701,1.2034,0.978,0.0502,0.0933,0.038165,0.035
1568,0.6161,0.0696,1.2035,0.9786,0.0496,0.0919,0.037411,0.035
1569,0.6127,0.0693,1.2044,0.9783,0.0491,0.0934,0.037792,0.035
1570,0.6126,0.0679,1.2056,0.9793,0.0485,0.0922,0.036887,0.035
1571,0.6077,0.0671,1.2073,0.9793,0.0483,0.0943,0.037114,0.035
1572,0.6062,0.0653,1.2093,0.9806,0.0481,0.0935,0.036123,0.035
1573,0.6004,0.0642,1.2116,0.9809,0.0481,0.0964,0.036274,0.035
1574,0.5985,0.0623,1.2138,0.9823,0.0482,0.0961,0.03529,0.035
1575,0.5926,0.0611,1.2161,0.9827,0.0483,0.0995,0.035453,0.035
1576,0.5909,0.0593,1.2182,0.984,0.0486,0.0994,0.03455,0.035
1577,0.5857,0.0583,1.2201,0.9842,0.0487,0.1028,0.034801,0.035
1578,0.5849,0.0568,1.2216,0.9854,0.0492,0.1025,0.034024,0.035
1579,0.5808,0.0562,1.2228,0.9853,0.0493,0.1055,0.03441,0.035
1580,0.5815,0.0552,1.2236,0.9862,0.0499,0.1044,0.033778,0.035
1581,0.5787,0.0551,1.224,0.9858,0.0498,0.1066,0.03431,0.035
1582,0.5807,0.0547,1.224,0.9864,0.0496,0.1047,0.03381,0.035
1583,0.5793,0.0552,1.2236,0.9856,0.05,0.1062,0.034472,0.035
1584,0.5824,0.0554,1.223,0.9859,0.0493,0.1037,0.034071,0.035
1585,0.582,0.0562,1.2221,0.985,0.0498,0.1046,0.034829,0.035
1586,0.5859,0.0567,1.2211,0.9852,0.0491,0.1017,0.034476,0.035
1587,0.5859,0.0578,1.22,0.9842,0.0498,0.1024,0.035272,0.035
1588,0.59,0.0584,1.2188,0.9843,0.0492,0.0995,0.034911,0.035
1589,0.5899,0.0594,1.2179,0.9834,0.0498,0.1003,0.035685,0.035
1590,0.5937,0.0598,1.2169,0.9837,0.0493,0.0977,0.03527,0.035
1591,0.5931,0.0607,1.2162,0.9829,0.05,0.0988,0.035979,0.035
1592,0.5963,0.0608,1.2156,0.9832,0.0496,0.0965,0.035483,0.035
1593,0.5949,0.0613,1.2153,0.9826,0.0501,0.0979,0.036107,0.035
1594,0.5973,0.0611,1.2151,0.9831,0.0498,0.096,0.03553,0.035
1595,0.5952,0.0614,1.2152,0.9826,0.0497,0.0977,0.036074,0.035
1596,0.5969,0.0609,1.2154,0.9832,0.0497,0.0961,0.035432,0.035
1597,0.5942,0.0609,1.2158,0.9829,0.0494,0.0981,0.035916,0.035
1598,0.5954,0.0602,1.2163,0.9836,0.0495,0.0968,0.035237,0.035
1599,0.5923,0.0601,1.2169,0.9833,0.0492,0.099,0.035688,0.035
1600,0.5932,0.0594,1.2175,0.984,0.0494,0.0977,0.035002,0.035
